92993,291,1,9,14,33,1,4,1,2,1,3,1,3,2,3,7,3,1,1
92993,291,2,8,13,30,2,2,2,3,3,1,6,1,2,0,1,1,4,2
92993,291,3,11,17,22,1,3,1,0,2,2,5,1,2,0,1,0,2,2
92993,291,4,8,17,26,1,2,0,1,3,0,2,2,2,0,5,4,2,2
92993,291,5,11,16,22,3,0,1,1,4,1,2,0,2,2,2,2,0,2
92993,291,6,11,20,15,2,0,1,2,2,0,1,0,1,0,3,0,3,0
92993,291,7,9,15,21,0,0,0,1,6,1,3,1,0,0,3,3,2,1
92993,291,8,10,15,28,2,1,0,1,3,4,4,2,2,1,3,1,3,1
92993,291,9,12,22,17,0,2,0,0,3,0,1,1,2,2,4,2,0,0
92993,291,10,11,21,20,0,1,0,0,3,1,1,4,3,3,2,1,0,1
92993,291,11,9,19,21,0,0,2,0,3,0,1,6,1,2,1,2,3,0
92993,291,12,11,19,25,1,2,2,0,4,1,2,2,1,2,0,3,4,1
92993,291,13,13,14,32,4,2,1,0,6,3,4,1,2,2,1,4,1,1
92993,291,14,8,19,26,1,1,3,2,1,1,3,2,1,2,5,1,3,0
92993,291,15,11,17,27,1,4,1,3,2,2,6,1,2,1,0,0,2,2
92993,291,16,9,20,20,0,0,2,1,5,1,0,3,3,0,2,1,2,0
92993,291,17,10,17,27,1,1,1,2,2,3,3,2,3,2,4,0,2,1
92993,291,18,11,18,26,2,2,3,1,2,1,3,3,1,2,4,1,1,0
92993,291,19,7,19,20,2,1,0,0,2,1,1,1,2,2,2,2,3,1
92993,291,20,9,11,27,0,1,1,0,6,4,3,2,1,0,2,2,2,3
92993,291,21,8,16,22,1,2,0,1,4,0,1,3,2,0,1,3,2,2
92993,291,22,10,20,22,2,1,2,2,4,1,5,1,2,0,1,0,0,1
92993,291,23,10,21,21,2,1,2,2,1,0,3,2,2,0,1,1,2,2
92993,291,24,9,18,26,2,0,1,0,6,3,2,1,2,1,4,0,2,2
92993,291,25,12,23,17,1,3,2,0,2,1,0,0,1,1,1,1,1,3
92993,291,26,11,19,26,1,1,3,1,1,2,0,1,2,1,1,5,2,5
92993,291,27,11,13,26,0,2,2,3,4,1,5,1,1,1,1,2,3,0
92993,291,28,10,16,27,0,3,2,0,3,1,1,3,2,5,2,2,1,2
92993,291,29,11,15,28,1,1,1,2,1,3,1,7,2,1,3,2,1,2
92993,291,30,8,18,27,1,3,4,2,4,1,3,0,1,1,4,1,2,0
