92993,291,1,9,15,32,6,1,0,7,0,1,1,0,2,6,10,3,3,7
92993,291,2,8,17,26,4,1,0,4,0,1,1,4,0,9,12,1,4,2
92993,291,3,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
92993,291,1,9,15,32,4,5,1,1,3,3,5,4,1,4,10,2,2,2
92993,291,1,9,15,32,4,5,1,1,3,3,5,4,1,4,10,2,2,2
92993,291,1,9,15,32,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,3,44,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,3,44,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,18,29,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,4,43,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,12,35,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,28,19,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,28,19,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,28,19,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,24,23,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,17,30,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,17,30,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,17,30,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,24,23,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,22,25,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,17,30,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,15,32,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,22,25,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,24,23,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,11,36,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,11,36,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,9,38,4,5,1,1,3,3,5,4,1,4,10,2,2,2
92993,291,1,9,16,31,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,18,29,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,19,28,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,22,25,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,16,31,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,47,0,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,26,21,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,18,29,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,18,29,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,26,21,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,26,21,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,26,21,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,12,35,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,12,35,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,12,35,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,23,24,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,4,43,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,7,40,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,5,42,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,5,42,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,6,41,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,14,33,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,22,25,5,5,1,2,1,4,3,5,1,14,1,2,1,2
92993,291,1,9,0,47,0,0,1,2,1,0,21,3,3,0,14,2,0,0
92993,291,1,9,22,25,5,5,1,2,1,4,3,5,1,14,1,2,1,2
