92993,291,1,9,17,30,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,15,32,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,24,23,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,11,36,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,21,26,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,19,28,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,10,37,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,10,37,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,10,37,3,4,1,1,3,3,7,5,1,4,10,2,1,2
92993,291,1,9,10,37,3,3,1,0,3,2,4,4,0,4,10,2,0,1
92993,291,1,9,14,33,1,3,1,0,3,2,2,4,0,4,10,2,0,1
92993,291,1,9,10,37,1,4,1,1,3,3,2,5,0,4,10,2,0,1
92993,291,1,9,9,38,1,4,1,1,3,3,3,5,0,4,10,2,0,1
92993,291,1,9,14,33,0,4,1,1,3,3,0,5,0,3,10,2,0,1
92993,291,1,9,14,33,0,4,1,1,3,3,0,5,0,3,10,2,0,1
92993,291,1,9,14,33,0,4,1,1,3,3,0,5,0,3,10,2,0,1
92993,291,1,9,13,34,0,4,1,1,3,3,0,5,1,3,10,2,0,1
92993,291,1,9,14,33,0,4,1,1,3,3,0,5,0,3,10,2,0,1
92993,291,1,9,14,33,0,4,1,1,3,3,0,5,0,3,10,2,0,1
92993,291,1,9,14,33,0,4,1,1,3,3,0,5,0,3,10,2,0,1
92993,291,1,9,14,33,0,4,1,1,3,3,0,5,0,3,10,2,0,1
92993,291,1,9,17,30,0,4,1,1,1,3,0,5,0,3,9,2,0,1
92993,291,1,9,17,30,0,4,1,1,0,3,0,5,0,3,10,2,0,1
92993,291,1,9,17,30,0,4,1,1,0,3,0,5,0,3,10,2,0,1
92993,291,1,9,17,30,0,4,1,1,0,3,0,5,0,3,10,2,0,1
