92993,160,1,8,11,14,7,6,0,55,31,5,9,4,13334455667778
92993,160,2,8,13,8,3,6,2,40,51,2,6,2,22223667
92993,160,3,15,11,11,8,7,0,103,35,5,6,3,13344566899
92993,160,4,14,14,10,8,8,0,96,45,5,5,4,1234566999
92993,160,5,11,9,16,2,4,2,62,30,11,5,8,1224444456677799
92993,160,6,8,11,15,4,4,1,53,47,9,6,6,122334455678888
92993,160,7,10,11,12,3,6,5,58,39,8,4,6,222444466679
92993,160,8,9,17,10,4,8,0,50,69,6,4,4,1123335789
92993,160,9,11,13,11,7,6,2,73,47,5,6,2,23357778889
92993,160,10,13,8,16,7,4,3,71,23,7,9,6,1123334455678889
92993,160,11,12,14,13,5,8,2,65,54,3,10,3,1233457777888
92993,160,12,7,13,13,4,6,0,35,45,6,7,2,2234566777789
92993,160,13,5,12,17,3,9,0,32,46,10,7,7,33445666667778889
92993,160,14,9,12,16,3,5,2,62,41,7,9,4,2233334556677788
92993,160,15,14,9,10,6,6,1,91,34,4,6,3,2355667788
92993,160,16,12,10,16,6,9,2,76,22,8,8,6,2233455555677999
92993,160,17,7,12,14,4,5,0,32,42,6,8,5,11344477788899
92993,160,18,4,14,15,3,10,0,29,47,13,2,11,222455677889999
92993,160,19,9,13,15,5,8,1,43,48,11,4,8,112356678888899
92993,160,20,12,17,8,5,12,3,76,37,4,4,2,12336678
92993,160,21,16,17,16,10,13,2,115,67,11,5,11,1222223455678899
92993,160,22,13,11,11,6,6,2,85,44,4,7,2,11111445689
92993,160,23,10,15,11,4,14,2,54,54,7,4,4,12456666688
92993,160,24,10,15,13,4,9,1,73,51,7,6,5,1122334556999
92993,160,25,13,17,11,5,10,0,68,61,7,4,3,24556778889
92993,160,26,9,9,17,3,3,0,46,37,7,10,1,12333456677778889
92993,160,27,9,11,12,5,6,0,62,38,3,9,2,112444555779
92993,160,28,11,10,12,6,6,3,71,33,9,3,4,233444455678
92993,160,29,11,12,13,5,3,2,72,35,6,7,3,2333344577889
92993,160,30,11,15,12,4,9,1,69,57,7,5,6,234467888999
92993,160,31,4,16,12,3,12,0,22,55,6,6,3,223345667789
92993,160,32,12,11,15,6,6,2,74,41,6,9,4,123455556667899
92993,160,33,11,10,14,5,4,2,62,28,6,8,2,12234445567779
92993,160,34,5,14,15,2,6,1,34,62,9,6,6,112224555566678
92993,160,35,10,9,17,3,3,1,61,40,7,10,5,22334445566678888
92993,160,36,8,13,12,5,8,0,49,45,5,7,4,233456678888
92993,160,37,11,14,17,4,6,1,60,47,8,9,4,12333455577788899
92993,160,38,10,15,12,6,8,0,54,50,2,10,2,122244445578
92993,160,39,13,17,13,9,10,2,72,65,6,7,5,2334555577788
92993,160,40,5,12,15,2,6,1,38,34,9,6,7,223455577778889
92993,530,1,12,15,13,9,7,5,73,61,8,5,5,1334446777999
92993,530,2,11,16,15,4,8,2,52,51,9,6,6,111233456667888
92993,530,3,11,17,14,4,8,4,62,61,5,9,4,23345666677888
92993,530,4,17,15,10,10,8,2,113,64,6,4,5,2335567899
92993,530,5,8,11,14,4,7,1,41,35,7,7,4,22222344778888
92993,530,6,8,11,15,5,8,0,43,43,12,3,7,112233456677789
92993,530,7,9,10,13,3,5,1,43,35,6,7,2,1233344467788
92993,530,8,11,10,11,3,5,0,77,33,7,4,5,13345577888
92993,530,9,9,16,18,2,7,5,64,63,12,6,9,233445566666678888
92993,530,10,10,10,9,5,4,2,68,38,4,5,3,134445699
92993,530,11,9,17,10,3,8,2,59,62,6,4,4,1234455555
92993,530,12,15,9,8,6,3,2,93,34,4,4,2,12367778
92993,530,13,12,16,8,5,6,3,77,67,4,4,3,22555788
92993,530,14,11,17,10,6,8,2,54,60,4,6,1,3344567777
92993,530,15,15,9,11,8,5,4,99,31,6,5,1,11223457788
92993,530,16,9,16,12,4,6,1,47,55,7,5,6,122344456889
92993,530,17,12,12,15,5,5,1,59,44,7,8,4,122233555667777
92993,530,18,18,9,10,9,4,2,116,30,5,5,2,1222335578
92993,530,19,9,9,10,7,4,1,66,29,7,3,6,1233345677
92993,530,20,9,14,12,7,9,1,50,54,9,3,8,222334456789
