16/06/22,15:05:12,10.2
16/06/22,15:05:17,10.2
16/06/22,15:05:18,10.2
16/06/22,15:05:18,10.2
16/06/22,15:05:19,9.4
16/06/22,15:05:20,5.5
16/06/22,15:05:20,2.4
16/06/22,15:05:20,0.0
16/06/22,15:05:20,0.0
16/06/22,15:05:20,0.0
16/06/22,15:05:20,0.0
16/06/22,15:05:20,0.0
16/06/22,15:05:20,0.0
16/06/22,15:05:21,0.0
16/06/22,15:05:21,10.7
16/06/22,15:05:21,11.6
16/06/22,15:05:21,10.5
16/06/22,15:05:21,9.1
16/06/22,15:05:21,9.8
16/06/22,15:06:18,86.2
16/06/22,15:06:21,0.0
16/06/22,15:06:25,0.0
16/06/22,15:06:27,8.8
16/06/22,15:06:29,0.0
16/06/22,15:06:33,0.0
16/06/22,15:06:34,0.0
16/06/22,15:06:36,0.0
16/06/22,15:06:36,0.0
16/06/22,15:06:37,0.0
16/06/22,15:06:38,0.0
16/06/22,15:06:38,0.0
16/06/22,15:06:39,0.0
16/06/22,15:06:40,0.0
16/06/22,15:06:40,0.0
16/06/22,15:06:41,0.0
16/06/22,15:06:41,0.0
16/06/22,15:06:42,0.0
16/06/22,15:06:43,0.0
16/06/22,15:06:43,0.0
16/06/22,15:06:44,0.0
16/06/22,15:06:45,0.0
16/06/22,15:06:46,0.0
16/06/22,15:06:47,0.0
16/06/22,15:06:47,0.0
16/06/22,15:06:48,0.0
16/06/22,15:06:49,0.0
16/06/22,15:06:49,0.0
16/06/22,15:06:50,0.0
16/06/22,15:06:51,0.0
16/06/22,15:06:53,0.0
16/06/22,15:06:54,0.0
16/06/22,15:06:55,86.2
16/06/22,15:06:56,0.0
16/06/22,15:06:57,0.0
16/06/22,15:06:57,8.8
16/06/22,15:06:58,0.0
16/06/22,15:06:58,0.0
16/06/22,15:06:58,0.0
16/06/22,15:06:59,0.0
16/06/22,15:06:59,0.0
16/06/22,15:07:00,0.0
16/06/22,15:07:00,0.0
16/06/22,15:07:01,0.0
16/06/22,15:07:02,0.0
16/06/22,15:07:02,0.0
16/06/22,15:07:03,0.0
16/06/22,15:07:20,0.0
16/06/22,15:07:22,81.7
16/06/22,15:07:23,85.2
16/06/22,15:07:25,77.4
16/06/22,15:07:26,12.5
16/06/22,15:07:27,12.6
16/06/22,15:07:28,15.0
16/06/22,15:07:30,11.9
16/06/22,15:07:31,10.6
16/06/22,15:07:32,11.0
16/06/22,15:07:33,10.7
16/06/22,15:07:35,0.0
16/06/22,15:07:36,0.0
16/06/22,15:07:37,81.7
16/06/22,15:07:38,85.2
16/06/22,15:07:42,77.4
